MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	1.828074884997477e-05	0.06845915672674892	2.0123231720958756e-05	0.01998874495226346	4.1201072235708125e-05	7.171862962422893e-05
AC>CG	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>CT	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>GA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>GG	0.03073346737965039	4.835622166865505e-05	2.8333895897958428e-05	2.9787475432385692e-05	0.02850845299435605	6.51493806799408e-05
AC>GT	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>TA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>TG	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AC>TT	2.4740880508034025e-05	4.901240536128171e-05	2.2799617090640824e-05	0.06401792040924192	4.134052614972461e-05	7.848355890018865e-05
AT>CA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AT>CC	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AT>CG	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AT>GA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AT>GC	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
AT>TA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
CC>AA	1.9143708414048892e-07	0.028516532389949133	0.11684697602686356	0.6118971765041351	4.8808232230523885e-05	4.945634827890899e-05
CC>AG	4.904031591657087e-06	0.07956640231310022	2.531310778408624e-06	0.04426400162812945	0.1892669884562565	0.030669689278739077
CC>AT	2.2772464581066744e-05	4.821804650418926e-05	0.06830825354118134	0.02499307900634449	4.3875223855138754e-05	7.575705385534092e-05
CC>GA	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
CC>GG	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
CC>GT	1.082584130926989e-05	0.03981383058253414	1.1448959412518889e-05	0.022151501684675168	0.06620612751466978	0.08156887148143141
CC>TA	0.08796701774044777	0.019976684608263896	1.3884574366329617e-05	0.019980837761613655	0.08557491325082082	0.03070109117179527
CC>TG	2.165203222830314e-05	3.760262127605607e-05	1.5400293955281084e-05	0.06669921208067955	0.09984613037959207	6.569178636368633e-05
CC>TT	0.5932332277297974	1.8400262615030952e-05	1.595860450907746e-05	1.7030501647496978e-05	3.0800739715175496e-05	4.682612434674383e-05
CG>AT	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
CG>GC	2.980105418828316e-05	5.3269728232407944e-05	2.9651541626662948e-05	3.573435751604848e-05	4.637174206436612e-05	7.933995366329327e-05
