MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	2.2547695152752567e-05	1.3083714907360932e-05	0.014271675020063412	0.057069972411096494	4.276702093193307e-05	0.1349387234156893
AC>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>CT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>GG	1.298331344514736e-05	0.033249302042772474	0.014267469906526813	0.1327392172623149	4.4648307448369454e-05	0.03980560864665676
AC>GT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>TA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>TG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AC>TT	2.6005785730376375e-05	1.757032796376734e-05	0.024993071129756572	0.11618748021101055	4.3730535981012506e-05	2.780221811917727e-05
AT>CA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AT>CC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AT>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AT>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AT>GC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
AT>TA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CC>AA	1.2779952435500557e-05	0.079424614912182	0.5745478570461273	4.0853152705722094e-05	4.030585787404561e-05	0.07315175861585885
CC>AG	1.8537115065342392e-05	0.023491197291352982	2.5101700633630477e-06	0.06631498024625415	0.06638375757380573	0.14604187214995784
CC>AT	3.064362717850599e-05	0.03995384688350896	0.04716557164247206	4.994336050003767e-05	5.4135636673890986e-05	3.854068727378035e-05
CC>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CC>GG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CC>GT	1.753232481860323e-05	0.05321209968224139	1.3784376642433927e-05	0.03319175869291939	0.07301813658559694	2.9257523783599028e-05
CC>TA	0.03480895383454481	2.2118327251519077e-05	1.5146026144056274e-05	3.95862698496785e-05	4.098177031437444e-05	0.1302322072639072
CC>TG	2.5543622541590594e-05	1.8605041934365803e-05	0.06652621831981378	0.06650008478068407	0.03329846587475913	3.1732427669339816e-05
CC>TT	0.5207057356834411	2.420914825052023e-05	8.576436313237024e-06	2.5313003625626607e-05	1.6425365396344203e-05	1.9755730377477716e-05
CG>AT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CG>GC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CG>GT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CG>TA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CG>TC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CG>TT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>AA	0.04975116859241098	1.0308203135878102e-05	7.260982945867798e-06	0.2587862098334881	2.227841083293214e-05	0.028521765565722036
CT>AC	3.12655900415848e-05	0.019990630394022445	0.05071367326236213	4.591719953168649e-05	5.783581764262635e-05	3.11201243675896e-05
CT>AG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>GC	1.8224406494482538e-05	0.11984735243443474	1.0051971337334443e-05	3.6936451579094864e-05	0.06639760904078142	0.0570541312914429
CT>GG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>TA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>TC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
CT>TG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
GC>AA	0.05295055555707222	0.21652087569236755	1.0458701220530701e-05	3.4665007521539334e-05	3.420323191676289e-05	2.4818019664962775e-05
GC>AG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
GC>AT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
GC>CA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
GC>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
GC>TA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TA>AT	1.9292288214955988e-05	0.03324884895791911	0.014268404784979793	3.480956693238113e-05	0.06655688363644004	0.03980681762948963
TA>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TA>CT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TA>GC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TA>GG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TA>GT	2.54980213867384e-05	1.6676569632685955e-05	0.014271465429382943	3.640851573436521e-05	4.9281015526503326e-05	0.14166400792601053
TC>AA	2.317416019650409e-05	2.053897478617728e-05	2.037380363617558e-05	0.03326956850178249	0.06649480421474437	0.03327758620143868
TC>AG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>AT	0.11621552117758256	0.3270614250512153	0.06660681526009285	2.8808517527068034e-05	3.0275700373749716e-05	1.700402596651607e-05
TC>CA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>CT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>GG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TC>GT	0.030902274615982606	2.2213897682377138e-05	1.2437853365554485e-05	0.11617906175270036	4.0708561209612525e-05	0.03980688635083425
TG>AA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TG>AC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TG>AT	1.8298387578852272e-05	1.184445621342234e-05	0.06652606385605395	1.1709619909083812e-05	0.13291262939956142	0.0665111202862239
TG>CA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TG>CC	0.028511821497545498	8.739930084594727e-06	1.3773206899259093e-05	1.7321105920675706e-05	0.21231781077949563	0.06646095835323536
TG>CT	3.236074599044514e-05	0.040003627807517275	1.903199978983139e-05	4.284338110664976e-05	0.06640620101534296	3.0374860142501347e-05
TG>GA	0.04976485972365481	1.7742273303156254e-05	1.1548846305419057e-05	0.11621256432008523	4.0575282037025316e-05	2.687464047994581e-05
TG>GC	2.1209323153925653e-05	8.506073695872807e-06	0.04437645916118527	2.7429802622691567e-05	0.212316964601996	1.1304003603385127e-05
TG>GT	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>AA	0.11386147251032526	0.011777689395239576	1.6773316747276113e-05	4.796047614945565e-05	5.283218633849174e-05	3.80758192477515e-05
TT>AC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>AG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>CA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>CC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>CG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>GA	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>GC	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
TT>GG	4.097304008610081e-05	3.785385852097534e-05	2.4595587456133215e-05	5.7148480482283046e-05	6.199254130478948e-05	4.528412646322977e-05
