MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	0.028535231243586166	0.011699870487791485	3.0080316901148762e-05	0.00027875964769918937	4.21674925746629e-05	6.827090110164135e-05
AC>CG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>CT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>GA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>GG	9.893376264358266e-06	9.019727633585716e-06	1.7215270054293798e-05	0.03316369188232784	0.21827740342305332	3.9333403037744574e-05
AC>GT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>TA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>TG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AC>TT	0.024938462763589086	0.030742953273131944	2.2803449680708355e-05	5.019571108277887e-05	3.5442769149085504e-05	0.0886329566652421
AT>CA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AT>CC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AT>CG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AT>GA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AT>GC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
AT>TA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CC>AA	0.4453423976898193	1.601032421127968e-06	0.13251189865779986	2.9766566697486672e-05	0.05706800751056562	0.06655983277470115
CC>AG	1.7938444443644664e-06	2.15651774624369e-06	0.0663656185761425	0.07961228041331196	0.15641885960285434	0.06631293778816527
CC>AT	0.0222265161552059	2.2825821724836713e-05	0.07211489204746613	5.4626834389637226e-05	4.066493929713033e-05	6.514226042781956e-05
CC>GA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CC>GG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CC>GT	0.05820071570524306	1.1280371199973161e-05	1.1137577675413014e-05	0.11614201467709791	0.03991588364326617	3.263980015617562e-05
CC>TA	0.06176989290988786	0.0687855704647518	1.3417985191427808e-05	0.057071266829734665	0.02853715125237386	4.093142875944977e-05
CC>TG	0.05704327730782097	1.2819814151043829e-05	2.287004390382208e-05	4.1783138220807815e-05	0.10643326715975429	5.4524140210904934e-05
CC>TT	1.740537700243294e-05	0.5069936037063598	1.7387687725057127e-05	2.007451444543062e-05	2.3223332573252264e-05	0.06630537530986219
CG>AT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CG>GC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CG>GT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CG>TA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CG>TC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CG>TT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>AA	0.06177206849743259	1.0319698777064007e-05	8.309904151637682e-06	0.1942616363237903	0.02853136757839822	0.06632933313663916
CT>AC	3.69544872228309e-05	1.7594517794350394e-05	0.02219219593680464	5.279349097691011e-05	4.355461969680618e-05	0.06659855096950196
CT>AG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>GA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>GC	1.3901718125453044e-05	1.532373656683017e-05	0.06951410209139794	0.028553101863508346	2.474223292665556e-05	0.09959919045868446
CT>GG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>TA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>TC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
CT>TG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
GC>AA	2.720048214541748e-05	0.07222409482928924	0.11016695647467714	3.9453745193895885e-05	3.3455326411058194e-05	5.077726368845035e-05
GC>AG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
GC>AT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
GC>CA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
GC>CG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
GC>TA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TA>AT	2.648904683155706e-05	1.7135374764620793e-05	2.5722171267261727e-05	0.03317593102437968	0.061760372035496405	5.792405063402839e-05
TA>CG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TA>CT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TA>GC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TA>GG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TA>GT	0.03329090454035395	0.011692119860526873	2.119787215994702e-05	0.05729928516302607	0.028547577933500178	4.605355277931267e-05
TC>AA	0.024934523297994726	9.471966495767002e-06	8.90621253290034e-06	2.719866717768582e-05	0.2316809821433708	3.3047516290340975e-05
TC>AG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>AT	0.04438239160581361	0.21133171300971298	0.411481910943985	2.4189478517655515e-05	1.2937349447383895e-05	0.0222035242288257
TC>CA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>CG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>CT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>GA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>GG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TC>GT	0.05344758001774608	1.5747936504340033e-05	1.9579441961070643e-05	0.08292010317745735	2.8860221027571244e-05	0.022230369619865086
TG>AA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TG>AC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TG>AT	0.024948462644169923	2.6798218095791525e-05	2.1768813046207924e-05	5.749434458266478e-05	0.03993127900866966	5.781047875643708e-05
TG>CA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TG>CC	0.05699734081210295	0.04981230758588656	7.251935628005413e-06	3.519776018947596e-05	2.4688821395102422e-05	0.33115833260271754
TG>CT	1.6007923409233627e-05	1.6983251049262904e-05	0.033201660125507716	0.02856110545399133	2.730655796767678e-05	0.09960270365336328
TG>GA	1.9690332877042584e-05	1.0013340733250331e-05	2.3515990181808764e-05	0.2454487870210869	2.79103348816534e-05	3.8440026442287946e-05
TG>GC	2.4713435595913325e-05	1.2503784364525928e-05	0.08034398788549879	0.03984186044108355	3.9388881850754844e-05	6.216967612999724e-05
TG>GT	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TT>AA	3.331887892272789e-05	0.03482165168279607	2.977655840368243e-05	5.78160113946069e-05	4.314878278819378e-05	6.752988192602061e-05
TT>AC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TT>AG	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TT>CA	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
TT>CC	3.665914591692854e-05	3.1787205807631834e-05	3.407215335755609e-05	5.999293316563126e-05	4.623725144483615e-05	7.07973689713981e-05
