MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	1.5187019198492634e-05	1.7060952814063057e-05	0.07570185850563575	0.028525049466043128	4.625638539437205e-05	6.727353393216617e-05
AC>CG	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>CT	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>GA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>GG	1.986157731153071e-05	0.03072944345948798	0.022211840573800146	0.04986707931457204	4.664377302106004e-05	4.8689854520489464e-05
AC>GT	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>TA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>TG	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AC>TT	0.015371957696038408	1.5332097245845943e-05	0.044372611104405546	2.417966417563866e-05	0.1350982754578581	3.905884552360249e-05
AT>CA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AT>CC	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AT>CG	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AT>GA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AT>GC	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
AT>TA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
CC>AA	0.15895078303351512	0.022166607683378282	0.078445418421461	0.08546812439458336	0.08874064350493427	0.024943528650328516
CC>AG	3.913577806874402e-06	3.713036228703004e-06	1.5075315133117329e-05	0.213612694870244	3.0662507693079985e-05	0.05684746972609265
CC>AT	0.12935468707273684	0.022180455808332812	3.086219949183578e-05	2.7504087847773916e-05	4.0817960325512104e-05	5.785671310150064e-05
CC>GA	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
CC>GG	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
CC>GT	0.03923547104545264	1.4198694407241419e-05	0.06638774663510878	2.1614145292403465e-05	0.09958319707366173	4.6699086306034586e-05
CC>TA	0.014274566131507533	0.10612184256315231	0.09150034367958142	0.05700471832442418	3.7138959669391625e-05	4.6254026490632694e-05
CC>TG	1.6167847571507688e-05	1.9970735411334318e-05	2.312916594746639e-05	0.049869934031266897	4.293277179385768e-05	0.04989317870713421
CC>TT	6.903096945134416e-06	0.42685437202453613	2.554868278821232e-05	1.8963580623676533e-05	1.5405425219228164e-05	3.818103632937664e-05
CG>AT	2.6684332624427043e-05	3.12976921122754e-05	4.3887958963750864e-05	4.5624790072906765e-05	5.188072173041291e-05	8.048329837038182e-05
