MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	2.1073845891805833e-05	1.8457003352523316e-05	3.127338059130125e-05	0.09342932137078605	5.746964161517099e-05	6.228833735804074e-05
AC>CG	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>CT	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>GA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>GG	1.2525301066368399e-05	1.1313039385640877e-05	0.03630329533599017	1.801490253253834e-05	0.1990724487855914	5.269651774142403e-05
AC>GT	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>TA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>TG	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AC>TT	1.8027744781308e-05	1.9606520255877057e-05	2.5066049943234248e-05	2.635469354572706e-05	5.861644240212627e-05	0.2323954017672804
AT>CA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AT>CC	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AT>CG	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AT>GA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AT>GC	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
AT>TA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CC>AA	0.21592843582086516	1.7347296307127496e-06	0.3335408220107638	0.03995338199724929	4.8855983095563715e-05	4.392857517814264e-05
CC>AG	4.557938517310003e-06	1.8778533330987556e-06	1.3075896427494627e-05	0.049872249427746596	2.0368384952007546e-05	0.410745185613645
CC>AT	0.09724112122676161	1.8900046416092665e-05	2.370961083218742e-05	2.289757594553521e-05	5.9591331228148194e-05	7.247843095683492e-05
CC>GA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CC>GG	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CC>GT	1.6068192962848116e-05	0.016646220840084425	0.022184686052059987	0.024957980548970228	0.049803588175200274	0.06623768387216841
CC>TA	1.8070288236265498e-05	0.10145876705646514	2.374728319409769e-05	0.06929549597698496	5.8924069162458184e-05	5.817564087919891e-05
CC>TG	1.4695230220240774e-05	1.5390105545520782e-05	0.1060942716037971	2.1369187015807257e-05	0.03323455204881611	5.6396620857412925e-05
CC>TT	8.276245703121853e-06	0.49053884446620943	7.832520753351183e-06	1.1372747485438594e-05	4.675124064306147e-05	3.826331812891195e-05
CG>AT	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CG>GC	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CG>GT	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CG>TA	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
CG>TC	2.8910461332998237e-05	2.9606328826048412e-05	3.7518103636102754e-05	3.243576320528518e-05	7.411394180962816e-05	7.972273597260937e-05
