MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	9.525775723773222e-10	0.0003595644183432019	0.0007750544200291643	0.0040590157897706074	0.000875483527124743	0.0033037880078457724	0.004626155674516971
1:Del:C:1	0.05690136557677761	0.007408919029820519	4.252736274186949e-05	0.7297969698905945	7.1532162868000645e-06	5.5428506385624136e-06	3.951127741252947e-06
1:Del:C:2	0.16801982451991837	0.00993414309800742	0.10197022305180402	0.048686838169010115	8.841533436528455e-06	0.006204671419720853	7.269686081201599e-06
1:Del:C:3	0.15427445601890213	0.011022082161465127	0.08231222633451883	0.00020053752129266892	2.279255020691077e-06	0.027795319022618514	1.2327169472807025e-05
1:Del:C:4	0.07193113284664227	0.07533954008783136	0.0391731111353372	0.001010795926888856	0.00010658168263451746	0.034671710131207574	1.8651161065008635e-05
1:Del:C:5	0.012118275419463012	0.15493534381190935	0.0048128101410308466	1.03057978170303e-05	7.428264480798437e-06	0.006721582429160359	0.00465209071303434
1:Del:T:0	2.0207627154178455e-05	0.0003065295714417715	2.248935394533191e-06	8.223948149558662e-06	0.0016792068447102793	0.00013531101521948585	0.00015896854965831154
1:Del:T:1	0.008312694555979761	0.0057595636223737754	0.5096806620216436	0.05971917904695753	9.400160799444279e-06	9.300853976886477e-06	0.00011714418779244322
1:Del:T:2	0.23056005044054473	0.00010663993092710674	0.06787446868590147	0.018227714541016363	6.824600923020322e-06	9.90990183709073e-06	9.631689113120957e-06
1:Del:T:3	0.1428541253188693	0.020284498466501568	0.07390245403006096	0.0029520178816524172	3.0317181455075114e-06	0.03253787199199524	6.509472175271943e-06
1:Del:T:4	0.1061869617400589	0.07211673568375167	0.04805065031043038	0.0006391267604916114	7.158795475940375e-06	0.030651087600712876	0.004284488312437892
1:Del:T:5	0.04873141761264985	0.3488693977395693	0.02104657489115501	6.968813397634221e-06	1.674854847995751e-07	0.028111272357936437	0.007874767425113305
1:Ins:C:0	2.660544495824979e-09	0.0006645149861782329	7.930739325606358e-05	0.00304172594114173	0.0017075309267056582	0.005181144046461365	0.004226738621696313
1:Ins:C:1	3.04680802069394e-09	0.00658535673089015	2.232473205765473e-06	0.005117948086779004	0.006818466482362358	0.017449259590891112	0.014133028766415616
1:Ins:C:2	6.862702939258724e-09	0.0017151877340893407	0.0031766219816347528	0.0016606329199651555	0.008709996461766423	0.013569233032502718	0.010411949905017082
1:Ins:C:3	5.316686350435399e-10	0.002260784860388772	0.0017771400637357714	0.005473045910054471	0.005333259462319499	0.008742052762489532	0.007288146445466737
1:Ins:C:4	1.1288193017359542e-08	0.008648022714100279	0.001935043559055257	0.0014309636986792403	0.005318341295569932	0.012722009432774092	0.016408480746304122
1:Ins:C:5	4.384035653022996e-09	0.05067319846771549	1.588060510471223e-06	0.00012227160876037145	2.1390103772015815e-05	0.03283033216436403	0.018832004430078087
1:Ins:T:0	7.418733538600009e-09	0.004595248118209365	9.926987219207224e-07	0.0070649741173686685	0.008203577139071664	0.011674489491118342	0.01092503005065737
1:Ins:T:1	1.2880688293748221e-08	0.00010332841963454816	9.264247875802785e-07	0.014569008611485402	0.021295607245842046	0.14912721479290666	0.018964545182410218
1:Ins:T:2	4.266060541861331e-09	0.007170521693392828	0.003165612123114059	0.004356851869027641	0.0044204146720100345	0.01946385240554207	0.0238175265127893
1:Ins:T:3	2.584040714737057e-09	0.006305181990852778	0.006633648162924525	0.0027803677031963997	0.0077402244484195155	0.013901928144847867	0.018554986083739778
1:Ins:T:4	1.839946802325206e-09	0.0019971215560872224	0.0010048823016184372	0.000530666531071707	0.002597712061894223	0.0033035691729310203	0.008339910645433216
1:Ins:T:5	1.6852192530336651e-09	0.09236482121886945	7.388050412459974e-07	0.005807335479732009	0.007419071150972329	0.07710486536158605	0.08973493344378008
2:Del:R:0	1.035847982204056e-08	0.026136982365000467	5.175597616850307e-07	1.6327234665899053e-06	0.04199368164039304	8.043403129454063e-06	0.28370810872059643
2:Del:R:1	2.621165743713997e-09	0.0007363827861790166	2.0807532827404883e-06	0.004557137584804612	0.001345937962772344	0.010582498058405084	0.006916850551306197
2:Del:R:2	2.2079638857993208e-07	3.8235613828874195e-06	2.8971085939133445e-06	0.00037359542021799067	7.058808757089233e-05	0.000404145349415567	0.00042953203792421845
2:Del:R:3	1.468330523834993e-07	7.724104871253227e-05	2.7491339122794517e-06	0.00024098094753147354	0.0001460443402114227	0.0013302283164511172	0.00024988446193674463
2:Del:R:4	8.247645138699985e-08	3.415734379406861e-05	2.399286727931364e-06	1.1205628391527019e-05	0.0016478972685339008	0.0002481650097858316	0.0003386473843723555
2:Del:R:5	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
3:Del:R:0	8.030911138092733e-05	0.011236920613252247	0.00034819292607323496	0.006311334327242927	0.031050246329336537	0.029722020534431928	0.08673779265310107
3:Del:R:1	9.655638066874416e-10	0.006532824345663357	0.0014657413461348708	9.851352329330136e-06	0.0003279909836540658	0.0012598611970436953	0.002439873284371667
3:Del:R:2	2.8617983597693334e-08	0.0003554420292175564	3.1511237568319456e-06	8.175871099661929e-06	0.000608211339325256	0.0008198391998424389	0.0011376394212068892
3:Del:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
3:Del:R:4	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
3:Del:R:5	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Del:R:0	1.4615444735947374e-08	0.004184335172049221	2.28701695483835e-06	0.008115566018759068	0.015001983586519904	0.0732658177316166	0.03341449479310465
4:Del:R:1	1.1722857351514903e-09	9.178134300450817e-05	2.3437084503067734e-06	0.0001244516654305509	0.000326974469498964	0.0013147201091366393	0.0011318879616737832
4:Del:R:2	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Del:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Del:R:4	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Del:R:5	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Del:R:0	1.0733053334988085e-08	0.00023977371995975716	6.790116735544416e-08	9.874467699733118e-07	0.4908325175444285	7.337706836274613e-06	5.13261284526474e-06
5:Del:R:1	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Del:R:2	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Del:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Del:R:4	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Del:R:5	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
2:Ins:R:0	4.437688261305084e-09	7.986959404367629e-07	3.293904342172027e-06	0.0018369369618748503	0.003920964023594328	0.012285368556877074	0.009545835060635
2:Ins:R:1	9.344547295212872e-09	0.0006722064000418489	0.002470435009524034	0.011390976787889192	0.006330653836933682	0.012644774276486715	0.017149638175086086
2:Ins:R:2	3.0079481424157468e-09	0.0006261846457206843	0.004287928017310112	0.0016267556531109524	0.004481425251439456	0.01299102230235197	0.0089030649920763
2:Ins:R:3	2.3655370474292188e-07	0.0008554275502736648	4.083453033132401e-06	1.1549397997138537e-05	2.24088142203982e-05	2.845463614420396e-05	2.6677932904325038e-05
2:Ins:R:4	3.7999286857844555e-08	0.0011743590091725764	0.000971585859361331	0.0003140580109061375	0.0003066873958838793	0.0008736915548719064	0.0017767423053252666
2:Ins:R:5	1.9469162282348407e-08	0.0006404019290007075	9.935806941048972e-06	0.00030221915413903845	0.000563215369493264	0.002696940971328843	0.0017277630270958373
3:Ins:R:0	8.260186135089499e-09	0.0010251439197915603	2.211428841292218e-06	0.0013754586995465463	0.0029292030570104545	0.003813395577587168	0.010221506688261191
3:Ins:R:1	1.2244427693985926e-09	0.0009220453373899318	1.5751683844674365e-06	0.0005944780774607731	0.004067520316615021	0.0013148769431306087	0.002753987056560921
3:Ins:R:2	1.8683979524330894e-46	0.0008904665864709689	3.461611102769287e-06	0.0007116149950832096	0.001330598967494249	0.00218314865148083	0.003793614381599279
3:Ins:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
3:Ins:R:4	6.423807524432353e-08	0.0009650325857071114	3.1188871635852896e-06	8.058998793103456e-05	0.00025294811803178163	0.0005891842063661557	0.0005989881349099354
3:Ins:R:5	2.8635876366441457e-08	0.0010772066315657487	4.326472016676538e-06	0.0008481046775552652	0.0003593831256694102	0.0006677692395896884	0.0015108548694721927
4:Ins:R:0	1.1073191548878944e-09	0.0003964695210119847	1.6706968883302883e-06	0.0011097709934617228	0.0018759271122689824	0.0019384117650891616	0.0031126270131305016
4:Ins:R:1	1.0740482281335062e-09	0.0019309441407945845	0.0006968959911948976	1.0093969457614094e-05	0.0029101726973143134	0.009635309830628103	0.0038063784516301287
4:Ins:R:2	5.849372115562801e-08	2.452882876013973e-06	0.00014593718537886009	0.00018339228088493087	0.0008229791854622212	0.0011082726225059977	0.0010091979376435727
4:Ins:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Ins:R:4	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
4:Ins:R:5	1.7259034213642128e-07	8.258674358714302e-05	3.053010920221292e-06	0.0001765829008813095	0.00023427872817289124	0.0005619966530863014	0.0005862829832949501
5:Ins:R:0	1.0658084192982643e-09	0.0015291364174429372	0.0010058418976164774	0.004418796111644241	0.003906441223383202	0.005986656446505852	0.005604173212350361
5:Ins:R:1	1.2587695567371309e-08	0.0020939000284959258	2.886696818412323e-06	0.0031550787477234127	0.007975285697117822	0.015901247499004966	0.0098001968630039
5:Ins:R:2	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Ins:R:3	4.201345018846799e-07	4.1049891886283755e-06	3.957851349412067e-06	1.2434283515479668e-05	2.4338920957234224e-05	2.5605525223445132e-05	2.7557238263398175e-05
5:Ins:R:4	1.7783364990956823e-07	0.00012536848228232125	8.16629536904164e-05	0.0005502816848803604	9.108605572691886e-05	0.0002821109905212893	0.0004938417995314618
5:Ins:R:5	1.1955457720110493e-07	0.0002717028819915868	2.431296382828426e-06	9.69897685360858e-05	0.0002571886179187762	0.0012822507443464323	0.000575807767866839
2:Del:M:1	1.6007164697443936e-08	0.007979572417366873	9.947085230314439e-07	0.01291701103700973	0.010768451722007437	0.03176552420497612	0.055383151028703045
3:Del:M:1	4.3330289874650894e-09	0.02821203034220865	0.008251812019691466	0.004988308586068986	0.009056510953454715	0.04517046191344605	0.057044654852112825
3:Del:M:2	7.673434421207048e-09	0.00635466226634378	0.003318248885230979	0.00262926594201313	0.004617257257757501	0.024179551219506833	0.020255515892192003
4:Del:M:1	2.211745560032341e-08	0.002337580716988441	0.0036267671743016668	3.927550177470115e-06	0.0013363553452980645	0.031267723054046334	0.05029180959986661
4:Del:M:2	9.612007567660897e-09	0.00016383548896191277	1.9121123657936654e-06	0.0017333397391382731	0.0025565474043711825	0.013727143050285424	0.0099170005230917
4:Del:M:3	2.241693799476252e-08	6.438651300157971e-05	0.0007755306468204993	0.0005114333816313395	0.0004746129105418125	0.004585402721568243	0.002777685182005977
5:Del:M:1	1.5064575039266022e-08	5.8699761623871055e-05	1.238023473012125e-06	7.347363626783057e-06	0.1811823141259083	0.07708013766109616	0.029385798098072298
5:Del:M:2	4.265405924760065e-09	0.0001227761089291827	2.969635717449866e-06	0.008104437613197745	0.062160755215518296	0.018907758013249776	0.0017265936078880864
5:Del:M:3	1.0391731327293504e-09	8.043372536311229e-07	0.0037518441517076914	0.0006217745437860837	0.013710505963778511	0.00561292888241951	0.0033484786112542983
5:Del:M:4	1.071678449685957e-09	0.00019225809782786503	0.0010332133554292965	0.00214248204750902	0.003553753838847721	0.004940987694741731	0.003746268028093406
5:Del:M:5	1.515233674827717e-08	1.825657074879435e-06	0.000207758701813295	0.00029471683287075244	0.0018552569922879532	0.001326591780828797	0.0027107788237117347
