MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.047082194982067e-08	0.0031198039911638866	0.0008297906383058163
1:Del:C:1	0.11630371843029934	0.05233542608453566	0.09214044183430967
1:Del:C:2	0.14326693614323935	1.8112915555927125e-05	7.113798425469516e-05
1:Del:C:3	0.13119797632098198	3.6356468181490225e-06	0.005221543251925216
1:Del:C:4	0.08071721817056338	4.727537697135631e-06	0.042244283380875915
1:Del:C:5	0.015555725301577656	0.0020842849998189195	0.08515791147636567
1:Del:T:0	1.504490048394776e-07	0.0008203567473780519	0.00020869288037393593
1:Del:T:1	0.10011106838161747	0.001532187970541088	0.027727049886948407
1:Del:T:2	0.1306424836317698	1.3083474065448779e-05	7.587714946074205e-06
1:Del:T:3	0.12755012214183808	2.381795817048745e-06	0.010941729002843204
1:Del:T:4	0.09716623549660047	3.5983189254314615e-06	0.03853209995589471
1:Del:T:5	0.057243827190783726	0.002215914841787973	0.20442506628218288
1:Ins:C:0	3.0137974726951455e-08	0.0030285100596908403	0.0019782571748208967
1:Ins:C:1	2.3174597973962818e-08	0.01104934194551485	0.011827595803718319
1:Ins:C:2	2.429558276044001e-08	0.008519431324687805	0.0061200900248043885
1:Ins:C:3	2.2372918214349133e-08	0.007424798793241886	0.004846605961921094
1:Ins:C:4	2.3159036866005067e-08	0.012195101069664815	0.00685633447777576
1:Ins:C:5	1.3333330084464023e-08	0.00878284530044766	0.037604526583406066
1:Ins:T:0	2.600060969489467e-08	0.01338997454983352	0.0031189582417771584
1:Ins:T:1	1.845016110261592e-08	0.05470537272579653	0.025039065624148312
1:Ins:T:2	1.5791257368391597e-08	0.010614804677364495	0.016135314141994192
1:Ins:T:3	1.900737653196908e-08	0.009580485664628213	0.00972474682641528
1:Ins:T:4	2.067828678657217e-08	0.0029731935161786773	0.003587939916887469
1:Ins:T:5	4.8102109702815215e-09	0.028020530090361716	0.10355234266188708
2:Del:R:0	7.381170770888919e-09	0.09648310055272305	0.05585131694230269
2:Del:R:1	2.5987674708479367e-08	0.006232391351174252	0.0024624658715419892
2:Del:R:2	4.309842096243225e-07	0.00033000605890265433	0.0002825759340415364
2:Del:R:3	3.228047512256656e-07	0.00023629153353491952	0.0004616141639649148
2:Del:R:4	1.358214899364422e-07	0.0010836744750728636	0.00018022845992646808
2:Del:R:5	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
3:Del:R:0	0.00014564566596089178	0.035686137997254265	0.0423558885447477
3:Del:R:1	2.3181423950783634e-08	0.0012145755493596273	0.00530480617179497
3:Del:R:2	5.450570727797792e-06	0.0006917342547239968	0.0006880920086037652
3:Del:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
3:Del:R:4	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
3:Del:R:5	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Del:R:0	2.045260470614115e-08	0.03371520709867279	0.009245881909207299
4:Del:R:1	8.520426272677166e-08	0.0007335559320381435	0.00046443544846207864
4:Del:R:2	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Del:R:3	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Del:R:4	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
4:Del:R:5	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Del:R:0	7.17345365330859e-09	0.2428273707061938	0.01125965761237627
5:Del:R:1	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
5:Del:R:2	8.341338305702569e-07	2.623724982792434e-05	1.2875660149802571e-05
