MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	1.9635210315804842e-05	2.1592203759349223e-05	2.346578003198374e-05	0.07288426670183981	3.091213658876768e-05	0.05702334027337201
AC>CG	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>CT	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>GA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>GG	0.04984649890091728	1.1811527761551588e-05	1.3090657352859969e-05	0.02220327030461249	0.04433776262158062	0.13272393697370716
AC>GT	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>TA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>TG	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AC>TT	1.2778411908553541e-05	1.6286600930470742e-05	0.0471611574977544	0.028553764293974382	0.19920226081376313	4.117998196306871e-05
AT>CA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AT>CC	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AT>CG	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AT>GA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AT>GC	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
AT>TA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
CC>AA	0.04002060756774881	9.933423672529596e-08	0.5258940041065217	0.12352205543182485	0.04431277071025761	0.03989138304289604
CC>AG	1.2910377026378872e-05	0.057293550243366555	1.4420061597775203e-05	2.1945367916487157e-05	0.14381354363085846	0.07958501207867812
CC>AT	0.11693100325064734	1.4870066275665152e-05	0.019979275650247107	2.7718711230592315e-05	0.06649063621516689	4.1836768286884765e-05
CC>GA	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
CC>GG	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
CC>GT	0.019982823640998505	2.2058533613744657e-05	0.04847614895970764	2.3397277641379332e-05	4.501308394537773e-05	0.09488967701436195
CC>TA	2.0104765462747308e-05	0.0953178693760492	2.286615599587094e-05	0.08873786191434192	3.883691533701494e-05	4.18123381678015e-05
CC>TG	1.882418421246257e-05	2.625628785040135e-05	0.028519238544694757	3.348180386097965e-05	4.723460688182968e-05	0.11973947330479859
CC>TT	1.8624965196067934e-05	0.5209949374198913	8.908363841442225e-06	3.164692298014415e-05	2.5615621530050704e-05	2.5595088482077698e-05
CG>AT	3.0648778920294714e-05	3.938688714697491e-05	3.6594565244740807e-05	4.456939495867118e-05	5.9585353301372376e-05	5.523925501620397e-05
