Sample Names	MutationType	DBS1	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS20	DBS78G	DBS78I
PD3851a_non-exome	AC>CA	0.0	0.035133663944226096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964866336055774
PD3851a_non-exome	AC>CG	0.0	0.7259895502975728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2740104497024273
PD3851a_non-exome	AC>CT	0.0	0.9461798088989125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05382019110108744
PD3851a_non-exome	AC>GA	0.0	0.030797142279845216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9692028577201548
PD3851a_non-exome	AC>GG	0.0	3.0332775142918654e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999996967
PD3851a_non-exome	AC>GT	0.0	0.9532089812198116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046791018780188334
PD3851a_non-exome	AC>TA	0.0	0.013005291109758796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9869947088902413
PD3851a_non-exome	AC>TG	0.0	0.35555453152769073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6444454684723092
PD3851a_non-exome	AC>TT	0.0	0.9965602722333303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034397277666697065
PD3851a_non-exome	AT>CA	0.0	0.0007092984526961167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992907015473038
PD3851a_non-exome	AT>CC	0.0	3.0332775142918654e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999996967
PD3851a_non-exome	AT>CG	0.0	3.0332775142918654e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999996967
PD3851a_non-exome	AT>GA	0.0	0.9466174596860356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05338254031396441
PD3851a_non-exome	AT>GC	0.0	0.2985073754500003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7014926245499997
PD3851a_non-exome	AT>TA	0.0	0.9824646429244388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01753535707556121
PD3851a_non-exome	CC>AA	0.0	0.8931900367608243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10680996323917576
PD3851a_non-exome	CC>AG	0.0	0.6490985406387692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35090145936123074
PD3851a_non-exome	CC>AT	0.0	0.6937457459992931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3062542540007068
PD3851a_non-exome	CC>GA	0.0	0.4775584579288413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5224415420711587
PD3851a_non-exome	CC>GG	0.0	0.06426073557925566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9357392644207442
PD3851a_non-exome	CC>GT	0.0	0.006683495957378445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9933165040426216
PD3851a_non-exome	CC>TA	0.0	0.449026965785408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5509730342145919
PD3851a_non-exome	CC>TG	0.0	0.9503643172891306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049635682710869294
PD3851a_non-exome	CC>TT	0.0	9.965786544004584e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999998
PD3851a_non-exome	CG>AT	0.0	0.9905289025598003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009471097440199746
PD3851a_non-exome	CG>GC	0.0	0.9640893683373866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03591063166261343
PD3851a_non-exome	CG>GT	0.0	0.9922105137977079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007789486202292082
PD3851a_non-exome	CG>TA	0.0	1.03964923962282e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999
PD3851a_non-exome	CG>TC	0.0	0.9936477729367545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063522270632454325
PD3851a_non-exome	CG>TT	0.0	0.9975340462972905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024659537027095133
PD3851a_non-exome	CT>AA	0.0	0.032534198328881554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9674658016711183
PD3851a_non-exome	CT>AC	0.0	3.1702627820685467e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999683
PD3851a_non-exome	CT>AG	0.0	0.007816033756214756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9921839662437854
PD3851a_non-exome	CT>GA	0.0	0.6230942166962253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37690578330377467
PD3851a_non-exome	CT>GC	0.0	0.9256968205964944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07430317940350561
PD3851a_non-exome	CT>GG	0.0	0.890159090791127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10984090920887307
PD3851a_non-exome	CT>TA	0.0	0.9992935202235759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007064797764241143
PD3851a_non-exome	CT>TC	0.0	0.0002783738835788006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997216261164211
PD3851a_non-exome	CT>TG	0.0	0.005941612154441115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994058387845559
PD3851a_non-exome	GC>AA	0.0	0.038919188374255946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9610808116257441
PD3851a_non-exome	GC>AG	0.0	0.0063553187208837585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9936446812791162
PD3851a_non-exome	GC>AT	0.0	0.15647133501056457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8435286649894355
PD3851a_non-exome	GC>CA	0.0	0.01574298173200459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9842570182679954
PD3851a_non-exome	GC>CG	0.0	0.8295358845477185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17046411545228146
PD3851a_non-exome	GC>TA	0.0	0.049954763738129765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9500452362618703
PD3851a_non-exome	TA>AT	0.0	0.04016795106232535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9598320489376746
PD3851a_non-exome	TA>CG	0.0	0.003661536430818885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9963384635691811
PD3851a_non-exome	TA>CT	0.0	0.01162592994418574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9883740700558143
PD3851a_non-exome	TA>GC	0.0	0.8567184668009213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14328153319907874
PD3851a_non-exome	TA>GG	0.0	0.0020615620877524328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9979384379122476
PD3851a_non-exome	TA>GT	0.0	0.08500396171285235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149960382871476
PD3851a_non-exome	TC>AA	0.0	0.008320936230140049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9916790637698599
PD3851a_non-exome	TC>AG	0.0	0.002598318589549654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974016814104503
PD3851a_non-exome	TC>AT	0.0	2.7225776820699508e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PD3851a_non-exome	TC>CA	0.0	0.9924959314915501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007504068508449878
PD3851a_non-exome	TC>CG	0.0	0.2885725262970833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7114274737029167
PD3851a_non-exome	TC>CT	0.0	0.12579076083583535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8742092391641647
PD3851a_non-exome	TC>GA	0.0	0.02684868836968876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9731513116303112
PD3851a_non-exome	TC>GG	0.0	0.4608192983367921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5391807016632079
PD3851a_non-exome	TC>GT	0.0	0.0007297512192314406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992702487807685
PD3851a_non-exome	TG>AA	0.0	0.9972355956240812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027644043759188644
PD3851a_non-exome	TG>AC	0.0	0.9424766398881842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05752336011181577
PD3851a_non-exome	TG>AT	0.0	0.11581610155255675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8841838984474433
PD3851a_non-exome	TG>CA	0.0	0.0017632012809598336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9982367987190401
PD3851a_non-exome	TG>CC	0.0	0.0004689887405723572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995310112594278
PD3851a_non-exome	TG>CT	0.0	0.06282947183323732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9371705281667627
PD3851a_non-exome	TG>GA	0.0	0.9904753164753112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009524683524688842
PD3851a_non-exome	TG>GC	0.0	0.9616366821226652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03836331787733485
PD3851a_non-exome	TG>GT	0.0	0.32842212191187625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6715778780881237
PD3851a_non-exome	TT>AA	0.0	0.28320099253694303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7167990074630569
PD3851a_non-exome	TT>AC	0.0	0.9628455150331188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03715448496688112
PD3851a_non-exome	TT>AG	0.0	0.010361378881123658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9896386211188763
PD3851a_non-exome	TT>CA	0.0	2.977890415055699e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999997021
PD3851a_non-exome	TT>CC	0.0	0.1874004724164958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8125995275835042
PD3851a_non-exome	TT>CG	0.0	0.541539175209477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4584608247905231
PD3851a_non-exome	TT>GA	0.0	0.7769981840294792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2230018159705209
PD3851a_non-exome	TT>GC	0.0	0.12342407969528767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8765759203047123
PD3851a_non-exome	TT>GG	0.0	3.412208065888064e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999996588
PD3890a_non-exome	AC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35897298693896607	0.0	0.6410270130610339	0.0
PD3890a_non-exome	AC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985257141991394	0.0	0.0014742858008605318	0.0
PD3890a_non-exome	AC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997760713543	0.0	0.00022392864569994043	0.0
PD3890a_non-exome	AC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994795212325315	0.0	0.000520478767468487	0.0
PD3890a_non-exome	AC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991282456302705	0.0	0.0008717543697294749	0.0
PD3890a_non-exome	AC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996440735924924	0.0	0.0003559264075076758	0.0
PD3890a_non-exome	AC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5986378227533018	0.0	0.40136217724669815	0.0
PD3890a_non-exome	AC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999759546805979	0.0	0.0002404531940209629	0.0
PD3890a_non-exome	AC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4034496265473465	0.0	0.5965503734526535	0.0
PD3890a_non-exome	AT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3077658337798568	0.0	0.6922341662201432	0.0
PD3890a_non-exome	AT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9976133496813578	0.0	0.0023866503186421714	0.0
PD3890a_non-exome	AT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994176405599032	0.0	0.005823594400968066	0.0
PD3890a_non-exome	AT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9982490240471383	0.0	0.00175097595286163	0.0
PD3890a_non-exome	AT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9912791235187213	0.0	0.008720876481278752	0.0
PD3890a_non-exome	AT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9995424674404944	0.0	0.00045753255950562317	0.0
PD3890a_non-exome	CC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05853084116464679	0.0	0.9414691588353532	0.0
PD3890a_non-exome	CC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5986259778533619	0.0	0.4013740221466381	0.0
PD3890a_non-exome	CC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5711150393014444	0.0	0.42888496069855564	0.0
PD3890a_non-exome	CC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38945761577427684	0.0	0.6105423842257232	0.0
PD3890a_non-exome	CC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993253848909714	0.0	0.0006746151090284945	0.0
PD3890a_non-exome	CC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3785467632574189	0.0	0.6214532367425811	0.0
PD3890a_non-exome	CC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999941324798822	0.0	5.867520117798609e-05	0.0
PD3890a_non-exome	CC>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997978143251399	0.0	0.00020218567486009537	0.0
PD3890a_non-exome	CC>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28268208934698796	0.0	0.717317910653012	0.0
PD3890a_non-exome	CG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9929437021942343	0.0	0.007056297805765647	0.0
PD3890a_non-exome	CG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809567656860215	0.0	0.1190432343139784	0.0
PD3890a_non-exome	CG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9982340945135207	0.0	0.0017659054864793342	0.0
PD3890a_non-exome	CG>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04731880615161044	0.0	0.9526811938483896	0.0
PD3890a_non-exome	CG>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996408670345054	0.0	0.0035913296549460183	0.0
PD3890a_non-exome	CG>TT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9982935393749727	0.0	0.0017064606250272527	0.0
PD3890a_non-exome	CT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6718168905531673	0.0	0.3281831094468327	0.0
PD3890a_non-exome	CT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998349804319199	0.0	0.00016501956808013033	0.0
PD3890a_non-exome	CT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43501641697083926	0.0	0.5649835830291607	0.0
PD3890a_non-exome	CT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9988178047362536	0.0	0.0011821952637463768	0.0
PD3890a_non-exome	CT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9972745951539451	0.0	0.0027254048460548788	0.0
PD3890a_non-exome	CT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2072619390121217	0.0	0.7927380609878784	0.0
PD3890a_non-exome	CT>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22147100043728588	0.0	0.778528999562714	0.0
PD3890a_non-exome	CT>TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29130058859589847	0.0	0.7086994114041014	0.0
PD3890a_non-exome	CT>TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2158057110745191	0.0	0.7841942889254809	0.0
PD3890a_non-exome	GC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6236672341396873	0.0	0.37633276586031267	0.0
PD3890a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6737056105200816	0.0	0.3262943894799184	0.0
PD3890a_non-exome	GC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6505703817640351	0.0	0.3494296182359649	0.0
PD3890a_non-exome	GC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7551256611566441	0.0	0.24487433884335583	0.0
PD3890a_non-exome	GC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9977567373647153	0.0	0.002243262635284793	0.0
PD3890a_non-exome	GC>TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998590044442828	0.0	0.00014099555571727655	0.0
PD3890a_non-exome	TA>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40610968068421543	0.0	0.5938903193157845	0.0
PD3890a_non-exome	TA>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9980877810541635	0.0	0.0019122189458365146	0.0
PD3890a_non-exome	TA>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11188664423424378	0.0	0.8881133557657562	0.0
PD3890a_non-exome	TA>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9836885893366888	0.0	0.016311410663311165	0.0
PD3890a_non-exome	TA>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989213127830322	0.0	0.0010786872169678769	0.0
PD3890a_non-exome	TA>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4278484727530582	0.0	0.5721515272469417	0.0
PD3890a_non-exome	TC>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02619365549205284	0.0	0.9738063445079472	0.0
PD3890a_non-exome	TC>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999356148521096	0.0	6.438514789052315e-05	0.0
PD3890a_non-exome	TC>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5074493648543291	0.0	0.4925506351456708	0.0
PD3890a_non-exome	TC>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10861689250213269	0.0	0.8913831074978673	0.0
PD3890a_non-exome	TC>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998392506359798	0.0	0.0016074936402019622	0.0
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7618902456520239	0.0	0.23810975434797613	0.0
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09771945468104602	0.0	0.902280545318954	0.0
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9981869305778392	0.0	0.001813069422160784	0.0
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09986649288844984	0.0	0.90013350711155	0.0
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997549597681786	0.0	0.0002450402318213544	0.0
