MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.8694071715212127e-06	0.0005075060013487823	0.002910616305568207	0.00024409642702221863	5.2120865963919034e-08	0.0032602353705546133	0.000711140827024792	0.0027873576362556682	0.005613702804021159
1:Del:C:1	0.02427284287694723	0.014033656858767547	0.015289823368224613	0.8711127241452535	2.2288893575250768e-07	0.009986598211177504	4.0948025912257435e-06	4.733028261701596e-06	4.093727109951336e-06
1:Del:C:2	0.06956638379690123	0.3216378962413501	0.0168220342883122	0.01644079172670748	5.366334515125952e-07	0.03055973461787289	7.202552050481851e-06	7.965662700826214e-06	4.515947118003775e-06
1:Del:C:3	0.08400342821053831	0.23413454815348209	0.024546586013158844	2.4241263571411763e-05	0.013936145822412937	0.024476683264123267	1.7599196335519689e-06	6.583389260110077e-06	5.347345707680991e-06
1:Del:C:4	0.07389977744623094	0.09245457115939644	0.06196696080562371	1.6468235377449975e-05	0.07066541500582085	0.025824674234411305	8.079966626913422e-06	1.0432987858166598e-05	1.4704750098341416e-05
1:Del:C:5	0.015080963952179142	0.007139729886372	0.007477652002180927	1.3554377447633215e-05	0.18615510314702988	0.003745627056025569	7.425398113980464e-06	0.0011809721412419094	1.8722184222497162e-05
1:Del:T:0	0.0005100560076675957	0.00023937192387902447	0.0006729192070575133	7.2802924639366514e-06	9.55266816049516e-07	0.0014423192561563289	0.00165354274395213	0.0008401748757629927	0.00027504391822124794
1:Del:T:1	0.021739442349345002	0.03841443302162588	0.02888116543531396	0.03502242586743034	0.0008905966107808805	0.5333229674577278	4.865667819823708e-06	0.008992273723839617	3.841704496825027e-06
1:Del:T:2	0.07963322991784784	0.04341534765065376	0.30288856823197724	0.015304563712470553	6.654679043549549e-06	0.06864527915523316	5.559582842569929e-06	7.348053243324178e-06	6.9487235020056675e-06
1:Del:T:3	0.3038710360725721	0.028596089102586576	0.007242690958628372	0.00043229488233388716	0.01833993601472912	0.006857123054901612	3.584641841788046e-06	8.194252421844794e-06	4.82766899475943e-06
1:Del:T:4	0.19731049980797857	0.04052508823464602	0.019878329372026826	1.241833684465141e-05	0.07101304620330968	0.008105623022962997	5.868655241935509e-05	9.99318970400509e-06	5.588169343203238e-06
1:Del:T:5	0.09699300503440705	0.016274295632820214	0.009664330687875615	7.548769856195274e-06	0.412170750896136	0.01236814814507549	1.4947183619464715e-45	3.4593561565543497e-06	1.698996211037714e-06
1:Ins:C:0	5.132150109924775e-07	0.0009271722923036425	1.490973653612097e-05	7.343543982803643e-06	0.00026699492617462777	0.0029862407950664266	0.0033226800077197065	0.0034930449998076558	0.00718899267752325
1:Ins:C:1	2.6751677552061536e-07	0.008879578041316567	0.008615322451509044	0.0036102594664937965	3.924917516921293e-09	0.00761022506260609	0.0027964726058295735	0.021084932626745	0.023045724275986383
1:Ins:C:2	3.938632130662256e-07	0.001082811782346512	0.012813971297081632	0.004958438403634932	0.001744750362986262	0.0032581187375261204	0.0026487281101708502	0.006425941120990804	0.0190234459247525
1:Ins:C:3	1.6210784439844398e-06	0.0071821562377641845	0.0078121424522380545	7.241847070623327e-06	0.001109319038263834	0.011291379001170773	0.002538130328131653	0.011848413516190703	0.008469185717194705
1:Ins:C:4	1.3102790354935223e-06	0.002675321039653156	0.009472531550272122	0.0032747074353357184	0.005689785223574617	0.0018930011072977035	0.010278292010400491	0.012567863293224946	0.017974115563940057
1:Ins:C:5	3.0552407155326476e-07	3.465035879718359e-06	0.00026821173159206067	0.003040102547986597	0.04853088358314608	0.017033578483142263	1.9965958297992378e-05	0.03982236306176977	0.0235380261336104
1:Ins:T:0	1.4721006425707135e-07	0.003624653390374988	0.011283443425857817	0.00294553884019099	0.0015138490148492187	0.0055078721000069684	0.003454451564497655	0.01861532704745817	0.015121846854109814
1:Ins:T:1	1.1577509321606764e-08	1.5387188714299782e-06	0.09497352860472799	3.7014059285430296e-06	5.1836615456106e-05	0.014899181443591184	0.02516283089573411	0.09475082818984314	0.04286708194274714
1:Ins:T:2	3.915584321963668e-07	1.8784037206269014e-06	0.016965879168674935	0.005659615404320561	0.007278544556061206	0.0048370271034533134	0.003097861945442067	0.028625241587557564	0.016465767733939173
1:Ins:T:3	1.2860318513515287e-06	0.007231968176734564	0.014831327905676516	8.199245948488828e-06	0.005322896064623232	0.01778184922733838	0.005392079370312786	0.016852603519510012	0.007205302254108877
1:Ins:T:4	0.0018676724636672284	0.00045614282636824064	0.009749380003702453	0.0011081377825111834	0.0020226201735721243	0.0029416390316216717	0.0009472087166007744	0.0019375683335965733	0.005104870260068613
1:Ins:T:5	1.7154615079562062e-07	7.401281877742841e-07	7.2208138369315535e-06	5.0317033498004095e-06	0.06650813104168284	1.0220097688791915e-05	0.005912493776103626	0.28916342413141743	0.013706021653107806
2:Del:R:0	1.0599236242766115e-07	0.007066973627631038	2.7098186014503275e-06	2.1208674551094948e-06	0.01441746256924527	3.269943806571973e-06	0.023982695485310877	0.000708694301685379	0.3783922158815585
