MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	2.0548306747514288e-05	3.8087847860879266e-05	0.053508525857250785	4.408046652315534e-05	4.848026219406165e-05	0.03632283617880603
AC>CG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>CT	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>GA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>GG	2.420432891767632e-05	3.668878225653316e-05	2.8736555508146465e-05	3.1988945124794554e-05	0.03987934594042599	0.036323198997524744
AC>GT	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>TA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>TG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AC>TT	1.8951768660004206e-05	3.876273694913834e-05	0.14838911407969135	4.7196210743294384e-05	4.736502064304204e-05	2.352952760704156e-05
AT>CA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AT>CC	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AT>CG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AT>GA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AT>GC	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
AT>TA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CC>AA	0.42359721958637236	6.845373884110836e-07	0.2302256811348343	6.756110815817618e-05	8.023948095825517e-06	0.1808807828296267
CC>AG	8.016610596339734e-06	6.261497583182502e-06	1.0682732675342497e-05	0.32838768140900354	3.1254551186737924e-05	0.049854552645081186
CC>AT	0.0443794661659922	3.503078114590608e-05	3.3993025297718305e-05	0.03161156961905363	5.1797019114019347e-05	2.0724178284581285e-05
CC>GA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CC>GG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CC>GT	0.022196771273961986	0.04972471761229826	0.09134205999780534	4.303316000004997e-05	0.03983151187348995	1.651201164349915e-05
CC>TA	1.1231953679141649e-05	0.05167731674746392	0.053495700429266435	3.19590652907209e-05	3.721960629263776e-05	0.2106729089598957
CC>TG	0.08399318439379097	3.255720166635001e-05	2.9096853139434776e-05	4.593232151823029e-05	5.066571302450029e-05	0.07478437210174889
CC>TT	5.9393907969607085e-06	0.5729752242565155	2.1830385958310216e-05	1.4603905715837584e-05	2.636105127749033e-05	0.054503210496862464
CG>AT	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CG>GC	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CG>GT	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CG>TA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CG>TC	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CG>TT	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>AA	1.1196029614197085e-06	1.1898631556894745e-05	0.33474619091376	0.04973806626265	0.06831183085414523	4.616549893610155e-06
CT>AC	0.03690174360399397	2.2593143876306267e-05	3.190581537637627e-05	0.09638422593889118	4.943070453009568e-05	2.2294881546258694e-05
CT>AG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>GA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>GC	2.138624058716232e-05	0.04308385004733282	2.517648644360104e-05	3.1660078411732685e-05	0.26757333601854044	2.019122075580526e-05
CT>GG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>TA	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>TC	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
CT>TG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
GC>AA	2.30687132670937e-05	0.045858947680244455	2.92295928375097e-05	0.05354453108663506	5.439452434075065e-05	0.0944073821312486
GC>AG	3.499419108266011e-05	4.591688921209425e-05	4.2117392149521037e-05	5.918530805502087e-05	6.249555153772234e-05	2.9887630626035387e-05
