MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	0.01817953444469822	1.8065872245642824e-05	2.25210424105172e-05	4.3041132630605714e-05	6.752809640602209e-05	0.10364791810352472
AC>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>CT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>GG	1.395616234773911e-05	1.294398132358765e-05	2.111198136844905e-05	0.2158312190531433	0.03323310856891393	1.015047340819919e-05
AC>GT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>TA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>TG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AC>TT	0.019977442689014423	2.2819578680355336e-05	2.6935810456052423e-05	4.508630011370865e-05	6.90036074956879e-05	0.049849598830318344
AT>CA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AT>CC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AT>CG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AT>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AT>GC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
AT>TA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CC>AA	0.43656018376350403	7.309190290527567e-06	0.030282505015495075	0.0333524471410783	0.085316678808352	0.14314787861735373
CC>AG	0.04977132225670265	1.7228355548824098e-06	1.68434982697363e-05	2.9849793293124094e-05	0.3220714531271369	1.188957800479784e-05
CC>AT	0.0764199619556166	9.671186950299748e-06	0.021203384866021226	0.033346061151678444	6.234281972865574e-05	2.8915056827827356e-05
CC>GA	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CC>GG	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CC>GT	2.6870332749240334e-05	1.325484728340598e-05	0.04969217367074634	0.09129421886318596	5.284933006350911e-05	0.02494306546140592
CC>TA	0.01817166995588195	0.09051118791976479	9.91807365993505e-06	2.1154007831114542e-05	5.0985377593182335e-05	0.18359891921281815
CC>TG	0.019990654276080023	0.04667523731413468	0.06652891004987396	3.427796739112754e-05	7.003350719870793e-05	2.9197920834533873e-05
CC>TT	1.0473466494431704e-05	0.4811451375484467	2.7338493242012875e-05	1.92626067173407e-05	5.074936433970834e-05	0.09958768673979108
CG>AT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CG>GC	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
CG>GT	3.521499857015442e-05	2.904639841290191e-05	3.7123641232028606e-05	4.9585341548663565e-05	7.873762515373529e-05	4.503267518884968e-05
