MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	0.003349057960410088	5.358506556755553e-06	0.001985416240442343	4.275350755733598e-06	0.0038945653365468993	0.00199156180809202	1.2813295728146082e-07	0.0001816568752559533	0.0008351555123833047	0.004095468839417056	0.001839798714566617	0.004578260854274655	0.003079352807374865
1:Del:C:1	0.040448383427951	0.013229941266558853	1.1847359208635074e-05	3.9061969149164116e-05	0.024688484779107966	0.9099606951077779	7.957741369561215e-08	2.74998214081279e-05	4.8851751755940645e-06	5.587612558125936e-06	3.0092239936034085e-06	0.012122484679787967	7.176713415901758e-06
1:Del:C:2	0.02654854081514056	2.3439229274420843e-05	0.022701200554702913	0.029900727317999552	0.7631934853891532	1.1142467005278064e-05	8.779566940120276e-08	0.010896371270776702	5.067955972511602e-06	4.65433344061239e-06	2.590221137666049e-06	9.122549958047916e-06	6.7391127994733465e-06
1:Del:C:3	0.08634461749861658	0.30535762299145214	0.06566852718132168	0.0684648341969023	0.02773287839142237	1.583811680726891e-05	0.004814558979675591	0.026959049617641995	3.2034936324976116e-06	6.7248868750387675e-06	0.018455020331935402	5.801081020232838e-06	0.03332733575431916
1:Del:C:4	0.06162079534801705	0.3706084165961177	0.052513200601002494	0.014783303249085595	0.027750062949310934	7.186621150398692e-06	0.04709436377403715	2.284744305759053e-05	6.810379678275543e-06	8.324696599023204e-06	9.132300268295998e-06	8.338590629364261e-06	1.1574612523190808e-05
1:Del:C:5	0.004420701682746161	0.02529374279250381	0.023719285107715378	0.0027589848532879086	0.0023919707442032014	9.38322450231086e-06	0.2006114383538564	1.5269123402520772e-05	8.927798690668472e-06	0.001987753594107744	0.01488578826038444	0.00183014003912092	1.7569455121702048e-05
1:Del:T:0	2.860009452850439e-06	5.490807717952369e-06	0.00022026985444452882	0.000540147782064082	4.571181235254092e-06	9.051854892542602e-06	7.17339742806189e-07	4.161646245393058e-06	0.0008729198452177418	0.0016905541707577262	0.00020423414547015756	0.0017905327115840918	0.0012851275220782555
1:Del:T:1	0.010655107202372468	1.9990396805269483e-05	0.006881850793765428	4.068156664895166e-05	0.0027812706601253014	0.024497935228437958	7.354019724440756e-07	0.8434251829981804	5.641243717491321e-06	4.0753480841241675e-06	4.224318392213414e-06	7.985382490005577e-06	7.67074474955128e-06
1:Del:T:2	0.00818337561604494	0.0190060575009511	9.589319327134204e-06	0.6900767402363006	0.017688111143009642	6.7881207390504055e-06	1.4711334633451164e-07	0.039777055556917656	3.8099809027395774e-06	3.6064188954847908e-06	4.62869442308388e-06	0.012479134697086636	7.464437499038468e-06
1:Del:T:3	0.5646207165412458	3.090584294795917e-05	0.009081887305031462	0.04119867949372444	0.02548261012313257	5.6198624442060915e-06	0.007423299757251319	3.096048311667437e-05	3.7395225206182658e-06	4.970908601838649e-06	4.058842526906877e-06	6.568198324430341e-06	1.1397431376281019e-05
1:Del:T:4	0.06165718979110769	3.2450268300484215e-05	0.396177728638898	0.02650790095578941	0.048825165840874735	8.141008716871782e-06	0.0425589818795288	0.008024153604189148	4.802948997924735e-06	3.93146859873165e-06	5.1974030081206974e-06	5.1489498143079494e-06	0.0011042760204786597
