MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H
AC>CA	0.009599494728536228	0.0035694630259968108	0.002678572656926311	0.004184904014133887	0.0038857595815594928	0.004914291133900406	5.646804177861971e-05	0.006699383905045883
AC>CG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AC>CT	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AC>GA	0.016073572499499277	0.00786673952249354	0.007321358233760596	0.019359809846857465	0.010825323316506303	0.01629765071699391	0.0031327465212143578	0.01911917676585896
AC>GG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AC>GT	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AC>TA	0.022228534394859403	0.0307698139704371	0.013179488977796913	0.008471487158143038	0.008544232926124096	3.943586978797005e-05	0.012986210769759055	0.00653879495369741
AC>TG	0.008809566442262924	0.008501915604938404	0.003999472526023358	6.634246698619487e-05	0.003393760501542905	0.0029246525092882316	0.005129826250292051	0.001392058415755552
AC>TT	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AT>CA	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AT>CC	0.005635422128640736	0.008601751379925797	0.00551907081862737	7.004220581923922e-05	0.003531782435432736	0.002964666226398549	0.0019629078721360806	0.001212001627451779
AT>CG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AT>GA	0.006895355519130438	0.00636283915482636	0.004394369220123432	0.005364879967843687	0.0045128150143379266	0.005760875057967496	0.0016383242951026962	0.0045929475925125494
AT>GC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
AT>TA	0.018413608761996634	0.004211617505461618	0.004180420982508318	0.016195763309466808	0.009450114861738256	0.0032438700794955367	0.003832723669029292	0.008979970960717764
CC>AA	2.100708858543673e-05	1.8513946740246943e-05	0.01144049084228862	1.589195920449358e-05	0.535362994233886	1.1495066293245859e-05	1.1895774073023233e-05	1.966501519537663e-05
CC>AG	0.015593777447941666	0.09249747312971976	0.051030000535610194	0.05675344867979712	0.017374138878268622	0.01764052938639183	0.0707647634202437	0.012607892997820756
CC>AT	0.056402385372571945	0.035009469025284075	2.3696602350165496e-05	0.015365288942402107	0.0132414903702274	0.016582608639348094	0.07203893374066658	0.0298385710184524
CC>GA	0.041819160945427335	0.03250437094205457	0.0022055080729501612	0.02732359053593427	0.012656079810161086	0.00939894330158495	0.012513773078084493	0.019015217682963246
CC>GG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
CC>GT	0.025853840500470446	0.014969926573454966	0.010815447917199588	0.01543956403776292	0.003364490856650567	0.012011613792878961	0.01340475145122279	0.011957475211602375
CC>TA	0.08665145380738745	0.03600926704901329	0.007064625658562757	0.022464843428828287	0.024242645951199647	2.154370474639807e-05	0.02488699793567465	0.010954495705156357
CC>TG	0.017107297817959003	0.026733168798091355	5.465135909616947e-05	0.0032622872840372946	0.004953193191098156	0.013552129559866444	4.776544155902229e-05	0.013510956074842777
CC>TT	2.7733860152541943e-05	2.1193492244050752e-05	0.007529067541161714	2.696348242636759e-05	1.748956425190277e-05	0.033468127102478214	0.33247752592745505	0.019636504563190254
CG>AT	0.0029210597076598788	0.008993313456934023	0.0014300239625299582	0.0037478503875415	0.005101795047570097	0.004542309312940537	0.0012890696384905216	0.006369218503459706
CG>GC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
CG>GT	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
CG>TA	0.006465716127543904	0.0035427404106788646	0.0026691641952008164	0.009410639677662402	0.004384145429139607	0.0011236504353291821	0.0047628366161613185	0.007343643557760515
CG>TC	0.02008245258233122	0.021108642033387543	0.006692847960694811	0.03133014931445359	0.01666177241574983	0.010535893535989278	0.013097594146148231	0.005027568269179028
CG>TT	0.014846706430519892	0.004798265490899211	0.008354700995490323	0.004219270474095538	0.0007352963607748582	0.013113013075887163	0.01387646231078179	0.010722107907107177
CT>AA	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
CT>AC	0.00709030683938181	0.005071349198624375	0.0030301966909367668	0.009490868937185344	0.0036080312360960913	0.0018537477811454057	0.0026085427418972057	0.008223284804383486
CT>AG	0.009475268826160269	0.037530710522367866	0.004088668070417079	0.020559390019851284	0.00797098569973779	0.0026136825335148235	0.018114280830135006	0.008734686577220903
CT>GA	0.012962508208814446	0.012976248335568622	0.004574839750936614	0.015416908690622223	0.007976570285518392	0.006733689256043363	0.006909856473460725	0.017943991834423894
CT>GC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
CT>GG	0.026343038393618675	0.02519640699423083	0.004576866411844094	0.019808540506555044	0.0028082113448059925	0.00878532650381203	0.007624367782561118	0.026427201988917095
CT>TA	0.04174481336079528	0.020002592648642785	5.2311417190746096e-05	0.03305952194894375	0.01136568820318407	0.011334422235653922	0.018020716854995258	0.03361010245118147
CT>TC	0.004247493114720177	0.0041813128928576285	0.0017077795876199767	0.01068435437894853	0.0019448943160872052	0.006383397419206934	0.003321473028578718	0.005532692529595806
CT>TG	0.027319593996723294	0.040503001012571836	0.013081268371324957	0.01723746246009341	0.017800341922966822	0.01400640170029419	0.008109290533477437	0.0270724903630823
GC>AA	2.1536751351310577e-05	2.783272654293493e-05	0.6345716973145803	1.5407349701416587e-05	2.3064276655844946e-05	8.277771135942965e-06	1.754394812985005e-05	2.5017708314933885e-05
GC>AG	0.014429545953104632	0.014118956114180037	0.009103465580058886	0.016875143158298064	0.018634798974562727	0.01845100037545914	0.023816402629957642	0.01532900061156397
GC>AT	2.6231575869043826e-05	0.18971155293171857	0.011544102842723662	0.010586137418478091	0.006340966231674261	0.010537966459031363	0.007277508260949476	0.03281808954362898
GC>CA	0.006377521654273247	0.009005905853261236	0.009024274039226536	0.04372423989510329	0.0007949951477409438	0.015895160301018525	0.03384399802631985	0.005140756288665216
GC>CG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
GC>TA	0.0013748753544158868	0.00855621854672819	0.004723861161376893	0.023148426283954866	0.0061027227793574185	0.011796884226563028	0.014534335845140352	0.007992182558353988
TA>AT	0.014075089630296134	0.027763359086081133	0.004769849498060926	0.007134766212463243	0.00407022903127654	0.017818516198576616	0.017254480191559195	0.008021375947828346
TA>CG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TA>CT	0.04455586742114974	0.016690495333872	0.014959613483457208	0.004375020761957179	0.012221775667328908	0.003723404954405396	0.005824119356725532	0.01448134165960558
TA>GC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TA>GG	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TA>GT	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TC>AA	2.9634439361340507e-05	2.213513860443624e-05	0.034361302690006264	1.403432217381706e-05	0.007825927055124216	0.02096760635852024	1.2149739507233214e-05	0.38183426646173757
TC>AG	2.3650641495276403e-05	0.005257080289451702	0.008151834972983114	0.2562700266448398	0.02740138874947249	0.01868955570302313	0.010741082154702515	0.0074895472210954215
TC>AT	2.495124092173484e-05	2.2116370459457357e-05	0.0108878513334979	6.365236934774051e-05	0.00959456367367052	0.47945070288181646	2.9290415752332896e-05	1.3161094973549817e-05
TC>CA	0.005771061461412804	0.004387889988477885	0.007019733328324188	0.017338993644246632	0.01191705369437841	0.007579648555505231	0.013043228186650425	0.021643898578925777
TC>CG	0.005154169301619049	0.0034856677444319454	0.004802899613362873	0.030984939493406215	0.0061689960211879225	0.023741293837671644	0.01062500653809669	0.017101100026061054
TC>CT	0.06071865322290174	0.014012225610853453	0.006855160341821905	0.025565340682502817	0.016637777408241305	0.005058406341466555	0.02986412864692435	0.030214785375172446
TC>GA	0.16731561925962524	0.01950200432623501	0.005553915953132865	0.010638308403879174	0.03515794638758665	0.015567562183481376	0.030444624246617646	0.005081299045317186
TC>GG	0.018807120412626926	0.0085413301315081	0.005349989628909194	0.016568903601607114	0.009924030744756843	0.004119543016167881	0.003758202063727367	0.010769436496533065
TC>GT	0.015895935119412268	0.01180398523902113	0.002468841696463642	0.04335339631397801	0.005622734579840956	0.03516993220988904	0.02794678377877889	4.276776004796072e-05
TG>AA	0.03911631260175454	0.016212054041386162	0.019854991527336097	0.00447220666769681	0.020036873494177123	0.0067988852592471005	0.009259216885685392	0.018792037847269683
TG>AC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TG>AT	0.019859130004503338	0.04971950596348809	3.2807994261323534e-05	0.012767048696341158	0.020141068571623795	0.022049063303484218	0.056169446578746826	0.016074753663455493
TG>CA	0.00809761658104738	0.006170470881746344	6.450529169039025e-05	0.013325462493594387	0.00110029709127654	0.007587707592938387	0.0064016653969398854	0.002971592957813603
TG>CC	0.0030244568927931446	0.00839278668378635	6.781197868500991e-05	0.0028474838164887235	0.005936701201062533	0.001900586677948013	0.00252152866111525	0.0027291928164534813
TG>CT	0.02751006367379887	0.05678896648370634	4.2283905382073385e-05	0.029150331990778492	0.013293905781078289	0.019149629366658396	0.0050580146379107715	0.01146689907985395
TG>GA	0.0033873627972449563	0.00658282875289539	0.0026147663866140647	0.001563018575567791	6.593835532839876e-05	0.006497149325969076	0.00630212908363319	0.006445947414249531
TG>GC	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
TG>GT	0.0057709671220645	0.0015615467830987957	0.012979494877591454	0.023368234141162247	0.011086010047680854	0.0024163582648895955	0.00905984482490112	0.024808612134196058
TT>AA	7.600777377471483e-05	7.31748132238863e-05	7.581986525716881e-05	6.64450471958844e-05	7.438057073159144e-05	6.292482988404421e-05	6.758585125984003e-05	7.435102937355016e-05
