MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	2.0173130906187e-06	7.465102195662136e-07	0.00235486049896186	0.0005063599244939117	2.503657431892255e-07	0.006465075428331109	0.009457372368281843	0.0005831218520446176	0.0008866892109078132	0.003593396066314843
1:Del:C:1	0.024475656717777385	0.02014308349780549	3.850446054987818e-05	0.8514785836140315	4.08449450143659e-07	1.912662999833022e-05	6.96510646112832e-06	4.948015744806374e-06	4.210442121651189e-06	4.724300784649434e-06
1:Del:C:2	0.005688862872860531	0.5905117407441139	5.1569060603166386e-05	1.826362434561209e-05	2.3746381216938062e-07	0.0008647404897449936	9.797675174638698e-06	6.19712467747983e-06	3.92519622967787e-06	7.460105758738678e-06
1:Del:C:3	0.10331657448913395	0.0782136730430769	0.20846953900847134	2.1436768679450325e-05	0.01157117050761561	0.007258939571039491	5.503476576980877e-06	1.5487722175559308e-06	3.401735286364301e-06	0.0396377509338663
1:Del:C:4	0.14833711109442144	0.05792468897502658	0.06976826738806872	9.844111923484889e-06	0.06564345508474313	0.016000071376610473	8.166380149532415e-06	6.15462898849728e-05	0.006716085076250996	0.02750152115978987
1:Del:C:5	0.023329180396361456	0.004492824400894809	0.004934177189284128	1.094588179656834e-05	0.1857818031773301	1.6803994060410333e-05	1.1531675318110501e-05	1.0450242950810206e-05	0.002850035149352455	0.008915165664954353
1:Del:T:0	2.2663405476445557e-06	9.201101969817198e-07	0.00013173012754255826	0.00010932278401583062	4.98657840291609e-05	0.0011571016157517987	0.00048598339268816443	0.0019228795520878823	0.0003620708741436829	0.00024176759813296182
1:Del:T:1	0.032793003381328845	0.07346005590337275	0.04252050126933682	0.04748290207603532	3.90491237567403e-05	0.553217062181822	6.73370968039914e-06	5.0310069790763615e-06	3.6298575461538954e-06	5.388827215332034e-06
1:Del:T:2	0.020745682207778296	0.04001078051020765	0.5129210466915386	0.016749070204730286	1.2949160388113039e-06	0.029959941361285776	6.80456341418297e-06	3.338356727529875e-06	4.567415877924458e-06	7.3642627247257995e-06
1:Del:T:3	0.2752599773853376	0.08682922379866795	0.011453399148156981	1.2592686702343297e-05	0.014060160299459312	2.1255884917081858e-05	4.452341014863729e-06	3.229871470011858e-06	3.5046727627256283e-06	1.4670154484974773e-05
1:Del:T:4	0.17700679930433882	0.02379808084203129	0.05945732048796041	1.132655932281068e-05	0.08083553808799783	0.038619712347430855	5.368940563480843e-06	7.096423758904772e-06	0.013641679721782042	8.118046328794056e-06
1:Del:T:5	0.09522740552692995	0.014474476555339304	0.02350483497730238	3.974066108488235e-06	0.4429303894440333	1.5973830056736914e-05	7.328652410857709e-07	1.7491353977068986e-07	0.010207363076888024	0.010115780867377792
1:Ins:C:0	1.9295096232478196e-06	0.004485890513779604	0.0016310505799992825	3.958763254748495e-06	1.4020503158462816e-07	0.004890610969023612	0.008249817356014925	0.0006033809319887951	0.004403865213680547	0.0037552903325860144
1:Ins:C:1	2.5128846176040536e-06	7.746380820350396e-07	0.0021224620648949994	2.3309634980724545e-06	4.0914762659364595e-08	0.024964840212461696	0.04304568577686799	0.003927793365104056	0.016401358095349157	0.011383178153929899
1:Ins:C:2	2.4815988856137967e-06	6.918705184766338e-07	3.8564163476991395e-06	3.067513009706128e-06	0.0006778387169542081	0.018407481358330337	0.02117180466443642	0.007309382368881264	0.004426556359998794	0.01879987416229151
1:Ins:C:3	2.294266411221694e-06	5.442416068035527e-07	9.67862153338217e-06	0.000842358387854541	0.001779452918343812	0.010085320332201064	0.011723306982215338	0.0050380049068432225	0.004381538502912008	0.0094566247952874
1:Ins:C:4	2.3791338076506464e-06	4.823110424675055e-06	0.002187687491869876	0.0008213939983534146	0.0023138371608069975	0.023486778556269416	0.029117888616368267	0.0071881111121759505	0.004007634792530249	0.011415341348159322
1:Ins:C:5	1.0398995329434039e-06	7.379617575982896e-07	1.2270849466015457e-06	3.0077230424770582e-06	0.037723513743627514	8.57443272555732e-06	0.011605692279332894	1.3890341889085296e-05	0.011823394275101389	0.0822228938995977
1:Ins:T:0	1.5770875818314305e-06	1.6048537782846021e-06	8.785347655286083e-07	0.0009240392734122398	0.001350422309912839	0.01582502324155731	0.026011251207091846	0.008111662027583103	0.008898290613001337	0.005829015288842735
1:Ins:T:1	7.97710875553964e-07	1.1954287089830497e-06	1.1580658856757963e-06	4.123275403363399e-06	1.4330035516726032e-07	0.012243266192155981	0.11108884264608794	0.025973865503417907	0.058290030891093164	0.04403124673903917
1:Ins:T:2	0.004625168320220041	2.4985481606639344e-07	0.0029590384317740377	3.3132894816110525e-06	0.008005206494729578	0.01999613525043363	0.02427677669655471	0.005614809027546622	0.012968723275980665	0.015256634537962555
1:Ins:T:3	1.227393429322395e-06	9.360875992570072e-07	0.008490368173297114	3.7880299570266135e-06	0.008423301705123383	0.013874399505005167	0.009294341829627229	0.0038357608507340046	0.011435968406112806	0.023905422725268483
1:Ins:T:4	0.00028249011844915607	9.296514553132813e-07	0.0009404839016497135	0.0010563481154562738	0.0012448452228615754	0.00033300269860300584	0.008992302304826201	0.0010933959354133549	0.00611090723085302	0.007681233357288875
1:Ins:T:5	7.503912134628384e-07	2.5223372357846708e-45	1.0834714115522577e-06	0.015124885008142522	0.06043609053796928	0.0007844727449205872	7.605383287530761e-06	0.00012030765582258795	0.03519301262082256	0.29800913711357374
2:Del:R:0	1.4022521514340996e-08	4.112962888787782e-09	2.0380713538976374e-06	2.464777091919071e-23	0.013214411009601197	1.5887022868810163e-06	4.748654215328922e-06	0.028063875823309558	0.4093697473514126	0.004822199790165889
2:Del:R:1	0.0016714286248631063	6.839159444401351e-07	0.0010936954394736632	5.045962999853751e-06	0.001233470286313339	0.00485543384870842	0.010100557249067303	0.001267459842832371	0.004876834744633621	0.009815372578304959
2:Del:R:2	0.00047099860776000924	1.3318507389688724e-06	1.6453456709086821e-06	7.86562942683607e-06	1.0827842366130844e-06	1.5279890663085403e-05	0.00138882814826502	6.485077356046531e-05	0.0005720602476988764	0.0006567004375938268
2:Del:R:3	2.894514827526488e-06	1.0432243361909363e-06	2.430249407818034e-06	5.568701063414968e-06	1.0136920898536535e-06	1.470345400586363e-05	0.0009407014475073083	0.0004174567776620582	0.0005129368415509816	0.000491542704700502
2:Del:R:4	2.250811322805172e-06	1.067327369241866e-06	1.5809944593788335e-06	4.752936389233279e-06	9.072224723164861e-07	0.0018474541932737528	0.0016209770178951051	0.0012392321580288505	0.0005896807178942254	1.723288317710588e-05
2:Del:R:5	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
3:Del:R:0	0.00015108989053850644	8.13217795325727e-09	0.009130261363685577	0.010155556465394492	0.014026638164590583	0.04635265510043594	0.03394054688315767	0.017085906879591068	0.08125224285218262	0.04127514373400724
3:Del:R:1	0.0019550280377188755	1.1197627221311753e-06	0.0018113802581941247	0.00033694586527133197	0.005241026341163509	0.0017159168825635618	0.007319196245346878	0.0007529219813477539	0.0033118648042848994	0.001694418989791302
3:Del:R:2	2.4619247362522854e-06	8.563699270306795e-07	0.00014320311603146507	5.435769548019683e-06	1.2144221810099036e-06	0.00037437534069321526	0.0006467105882923837	0.0003729107411345467	0.001761077579067205	0.0008413431250005488
3:Del:R:3	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
3:Del:R:4	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
3:Del:R:5	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Del:R:0	0.01278545482511769	5.613031238027588e-07	0.0020920497616486954	0.0029737334901026222	0.004093084175879339	0.020561234510151512	0.03783985103036969	0.01968867176843408	0.023103723452823032	0.03949895917121508
4:Del:R:1	2.8970202208711273e-06	9.667230424762844e-07	1.8743287299116674e-06	7.365569694949651e-05	0.0001136518229602738	0.00039022197513389757	0.0011390501997993851	0.00016377808263617528	0.0017736415794085284	0.0004273262330419432
4:Del:R:2	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Del:R:3	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Del:R:4	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Del:R:5	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
5:Del:R:0	3.4768161155408324e-07	9.642708117268859e-08	1.140495009129457e-06	5.149696714094414e-07	0.00038463037672045177	2.779180690500501e-06	1.1679047944805159e-05	0.6098496814568838	1.4432238013829036e-06	0.00048395724883742254
5:Del:R:1	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
5:Del:R:2	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
5:Del:R:3	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
5:Del:R:4	3.269868324788187e-06	1.8157663262741152e-06	2.5385505189490233e-06	7.161497834810386e-06	1.8141677058380878e-06	1.8033646783521816e-05	3.0064113707339858e-05	2.3639418213861062e-05	2.7079085339209995e-05	2.3836018276786792e-05
5:Del:R:5	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
2:Ins:R:0	0.008724017339469961	0.004157978973676772	0.0008457299506851257	0.0017122479644489394	0.001126335585180982	0.004239875744599904	0.0218822847381792	0.001315997128451348	0.0030107057002851435	0.006689592958688688
2:Ins:R:1	0.018182704148443918	0.0009551091386526458	1.9485524034597764e-06	1.4024307834971847e-06	0.0007554978826097643	0.013368857464189988	0.02830105297963807	0.005499981059028869	0.011141588061665668	0.015087077333563077
2:Ins:R:2	2.7773032343247907e-06	0.000446696591313156	0.001353002321000929	0.0012747374164552147	3.542329025663094e-08	0.0027188843498872	0.016636122070091613	0.0032015502522426686	0.009377771027538983	0.006242741322391036
2:Ins:R:3	3.1687166507291902e-06	1.2179425193418561e-06	2.428745059942135e-06	6.154150399121742e-06	0.0012126280540461682	1.6676652678881963e-05	2.6946062704761667e-05	2.135416343662655e-05	2.663748424917382e-05	0.0006524571939024781
2:Ins:R:4	2.7877162978029446e-06	9.09168546551579e-07	2.5447844521409023e-06	3.3928502864929064e-05	0.0013905624529665299	0.0021743387218180034	0.0015483156995590738	5.2042467602101775e-05	0.00039913539576446054	0.0017733841340221565
2:Ins:R:5	2.0005567421321756e-06	8.240825385049296e-07	1.7599163420811691e-06	4.887975371895929e-06	0.001114319991567451	0.0025156456927030984	0.0017780707580944484	0.0012490549568913896	0.000725381000241517	0.0028216444643173115
3:Ins:R:0	0.0030612541079487227	4.6365761008360096e-07	1.3310233448853398e-06	4.1838389890358485e-06	5.187042721862175e-07	1.4628257388456707e-05	0.0047297713689962015	0.004075486352758162	0.0028224939362189614	0.012115074201061778
3:Ins:R:1	0.002459785053755089	6.25053769454098e-07	0.0005801711288835776	8.077459746876532e-06	0.0009395614877746539	0.005168658476352069	0.004619875370917725	0.0014971641573538364	0.002035446699331563	0.005567813554103415
3:Ins:R:2	0.0009766649799833734	5.931943330021265e-07	1.6471714211263588e-06	5.4795643009697415e-06	0.0009602285034337872	0.001217631188475347	0.0051642225316754775	0.001645291368549806	0.0008107701602057205	0.003930662042838169
3:Ins:R:3	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
3:Ins:R:4	3.1624283546231407e-06	1.2469875687296887e-06	4.445811209308203e-06	5.531158111674965e-06	0.0013173151258757917	0.0003184375925002314	0.0002902506811551575	0.00017649968461531292	0.00021078721795978101	0.00120116780032428
3:Ins:R:5	2.327023260780455e-06	1.8473251715060238e-05	0.0007239830379361933	6.980003164377042e-05	0.0014468194637818972	0.004196996898033945	0.0006778508112195899	0.00038343910628100273	0.0005208417813264532	0.000617122343222339
4:Ins:R:0	0.0016309308116433385	8.017089688413156e-07	2.4065241082856423e-06	0.0002688164432290326	0.000257320200219624	0.00597644284915475	0.0023895737773576304	0.0014544535411914693	0.0014269750305478132	0.004295284064058554
4:Ins:R:1	0.0038237479152788485	1.265199820584447e-06	2.235999439411292e-06	0.0011831903527424951	0.0010301657362807267	0.00652735338652614	0.015908685341067517	0.0033460242758640863	0.004529102257583873	0.00301791269759506
4:Ins:R:2	0.000935738906688736	9.21413146196907e-07	1.5041553543445236e-06	6.411043296736807e-05	5.491168669398879e-07	0.0021860977303371516	0.002626442470409529	0.0007331913566910468	0.0005302378973889669	0.0003001611799732018
4:Ins:R:3	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Ins:R:4	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
4:Ins:R:5	2.8924144680549564e-06	1.2012910625950705e-06	1.8913142123248387e-06	7.686596294244433e-05	0.00010098311319216199	1.505568552602199e-05	0.0005965355783094613	0.00012954201238244423	0.0001352808124162645	0.0009624019318986636
5:Ins:R:0	2.414054142718669e-06	7.731289863717924e-07	2.4794949145719634e-06	4.015807288245318e-06	9.185559595910794e-08	0.008256289280701405	0.005395982255625616	0.007710411634616321	0.004715161319290928	0.005418362405984922
5:Ins:R:1	1.430575606988782e-05	7.408379403865222e-07	1.4692999068680971e-06	2.9052077429980725e-06	2.4544107901647295e-08	0.008655180785873521	0.022946221259341353	0.0053984970998726565	0.01085496724137253	0.01839750855353183
5:Ins:R:2	3.2736540095612555e-06	1.81576100573011e-06	2.5385622950106305e-06	7.161452246388459e-06	1.8117261369946883e-06	1.8033426466009437e-05	3.0055704398061302e-05	2.363879120821366e-05	2.7075975898090594e-05	2.3823619438682424e-05
5:Ins:R:3	3.269868324788187e-06	1.8157663262741152e-06	2.5385505189490233e-06	7.161497834810386e-06	1.8141677058380878e-06	1.8033646783521816e-05	3.0064113707339858e-05	2.3639418213861062e-05	2.7079085339209995e-05	2.3836018276786792e-05
5:Ins:R:4	2.6105356887740074e-06	1.2554863077459307e-06	0.00036598775265327767	0.00010919164760802384	0.000247188546013651	1.5320023158930478e-05	0.0004470197286840024	2.0526414664345795e-05	0.001116949501677785	0.000384596883476244
5:Ins:R:5	2.7023614325827337e-06	1.1990260735691057e-06	2.030681730265845e-06	5.563639367759758e-06	0.0002580959824748893	0.0006709283900903529	0.00027102536532765955	0.00044969483181679003	0.00021126496752306897	0.0006185615355055536
2:Del:M:1	6.173081051604375e-06	5.391043892188918e-07	4.7447295917398456e-07	0.005436059162788354	0.0009794260844553074	0.003243728279982368	0.014465761573327048	0.008736513351293714	0.08793455840637894	0.020911598689189504
3:Del:M:1	9.493964693518819e-07	5.05207999879076e-09	0.02486056327499805	0.00532654992672595	0.015658223534896366	0.01926811673786717	0.03819692937086453	0.0028104969123650867	0.03431837634142122	0.0876133194195854
3:Del:M:2	9.100904823119056e-06	2.004924923918831e-06	0.0024279966176962374	3.3716735636346583e-06	0.008010973590285176	0.009933310084578768	0.027258479578457204	0.0024070650009813716	0.02106059374614233	0.01059847089511526
4:Del:M:1	1.3282061492721672e-06	7.30966258307338e-07	5.994528242088866e-06	2.6515873808376285e-06	0.001399683819230783	0.010093515019729675	0.0368562587094478	0.004675689127585277	0.026561259608917944	0.03592812604665596
4:Del:M:2	1.5000176915691555e-06	4.130753353592809e-07	3.7024011688294192e-06	4.556174592335577e-06	1.0861819627431638e-07	0.004245569610310284	0.00641802017438143	0.004766665539576328	0.011033933755061297	0.005599090640597145
4:Del:M:3	0.0008379304990739911	8.201107751422872e-07	0.0003222765552498193	4.5940616345774284e-06	0.00013123076242512374	0.00101014732305534	0.0038471434368451203	0.0014881655981298536	0.002838574094494106	0.0027311017238237883
5:Del:M:1	1.1021358513453863e-06	1.7768328187018068e-08	5.088598745336033e-08	0.026671097939481095	1.1458448142320784e-06	6.010736141282928e-06	0.2115107107424592	0.1374083997508365	0.007167883986248569	6.822625645278327e-06
5:Del:M:2	0.022899913529078237	1.1784663197290674e-06	3.9215731047666697e-07	0.007870673148918273	0.0002512126648857323	1.7181149897993463e-05	0.09691267558182518	0.029416350436084333	0.005421091800641217	0.01718158103358765
5:Del:M:3	0.0027815024888897238	7.473693888944884e-07	1.1164524726344402e-06	0.0005743063922274416	5.842076120643469e-08	0.004536796894148172	0.008423445937933139	0.014906898394353144	0.005398155044016069	0.003872295450855745
5:Del:M:4	0.0034848825628088775	1.574161515146185e-06	1.625383505654554e-06	0.0003561384628200474	8.592425425983189e-08	0.000777302313533094	0.00683221879132058	0.0036885338161179487	0.0019922630648882963	0.002621130469228679
5:Del:M:5	0.0019266523066714095	6.918410993724441e-07	0.0001952057123588702	3.656169650885962e-06	0.00019747070136718985	0.003643061144600779	0.00295352719716296	0.0005028467408313493	0.0010308281687988103	0.0005908678687603697
